maxordQty,handlingDays,name,Brand,Origin,Supplier,Cat,storeStock,retailPrice,LowerSugar,TransFat,LactoseFree
51.0,0.0,My Noodle Handmade Noodle - Wanton,My Noodle,Singapore,no info,Noodles,57.0,3.8,No,No,No
51.0,0.0,Lee Kum Kee Abalone Sauce,Lee Kum Kee,China,JOO KOON DC,Condiments,53.0,5.5,No,No,No
51.0,0.0,Vegetalk Mushroom Seasoning - Vegetarian,Vegetalk,Singapore,VEGETALK FOOD SUPPLIES PTE LTD,Seasonings,66.0,5.5,No,No,No
51.0,0.0,Songhe Glutinous Rice,Songhe,Thailand,TONG SENG PRODUCE PTE LTD,Rice,120.0,13.3,No,No,No
51.0,0.0,Tesco Basmati Rice,Tesco,United Kingdom,no info,Rice,43.0,5.95,No,No,No
51.0,0.0,Lee Kum Kee Superior Soy Sauce - Dark,Lee Kum Kee,Malaysia,JOO KOON DC,Condiments,49.0,2.95,No,No,No
999.0,0.0,Bertolli Olive Oil - Extra Light,Bertolli,Italy,JOO KOON DC,Oil,39.0,16.2,No,No,No
51.0,0.0,Hershey's Chocolate Syrup,Hershey'S,USA,no info,Sugar & Sweeteners,60.0,5.95,No,No,No
51.0,0.0,Pearl River Bridge Soy Sauce - Superior Light ,Pearl River Bridge,China,no info,Condiments,66.0,2.15,No,No,No
51.0,0.0,Pasar Dried Skinless Peanut,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",49.0,1.55,No,No,No
51.0,0.0,Koala Super Premium Japonica Rice,Koala,Vietnam,TONG SENG PRODUCE PTE LTD,Rice,12.0,10.9,No,No,No
51.0,0.0,Bake King Desiccated Coconut,Bake King,Singapore,JOO KOON DC,Baking Needs,50.0,1.45,No,No,No
51.0,0.0,Hikari Miso Organic Paste - White,Hikari,Japan,JFC (S) PTE LTD,Soups,34.0,6.35,No,No,No
51.0,0.0,Maggi Stock Cubes - Chicken,Maggi,Malaysia,JOO KOON DC,Soups,121.0,1.6,No,No,No
0.0,3.0,AAA SHAO XING COOKING WINE,AAA,China,no info,Condiments,148.0,3.5,No,Yes,Yes
51.0,0.0,Colavita Pasta - Linguine,Colavita,Italy,no info,Pasta,19.0,2.55,No,No,No
51.0,0.0,Komeya Tokusen 100% Pure Japanese Rice,Komeya,Japan,TONG SENG PRODUCE PTE LTD,Rice,27.0,25.0,No,No,No
51.0,0.0,Sanko Katsuo Japan Soup Base (Teabag Style),Sanko,Japan,JFC (S) PTE LTD,Ready-to-Eat,22.0,11.8,No,No,No
51.0,0.0,Taikoo Unrefined Cane Sugar - Raw ,Taikoo,Mauritius,JOO KOON DC,Sugar & Sweeteners,57.0,2.8,No,No,No
51.0,0.0,Triple Stars Rice Vermicelli,Triple S,Thailand,no info,Noodles,20.0,2.85,No,No,No
0.0,2.0,Chung Hwa Artificial White Vinegar,Chung Hwa,Singapore,no info,Condiments,16.0,6.0,No,No,No
51.0,0.0,Prima Taste Sauce Kit - Rendang,Prima Taste,Singapore,JOO KOON DC,Soups,243.0,7.9,No,No,No
51.0,0.0,Mamafry Bread Crumbs,Mamafry,Japan,no info,Baking Needs,84.0,2.2,No,No,No
51.0,0.0,FairPrice Sauce Mix - Chicken Rice,Fairprice,Singapore,no info,"Rice, Noodles & Cooking Ingredients",59.0,2.8,No,Yes,No
99999.0,2.0,GREATWALL Black Vinegar 250g,Greatwall,China,no info,Condiments,153.0,1.2,No,No,No
51.0,0.0,Songhe Jasmine Brown Rice,Songhe,Thailand,TONG SENG PRODUCE PTE LTD,Rice,44.0,3.65,No,No,No
51.0,0.0,Hai's Brand Asia Joy Sauce - White Bee Hoon,Hai'S Brand,Singapore,JOO KOON DC,Cooking Paste & Sauces,45.0,2.0,No,No,No
51.0,0.0,AAA Salted Plums,Aaa,China,SINHUA HOCK KEE TRADING (S) PT,Condiments,54.0,1.4,No,No,No
51.0,0.0,Baba's Packet Curry Powder - Fish (Hot & Spicy),Baba'S,Malaysia,RONG TAI INVESTMENT PTE LTD,Seasonings,39.0,1.85,No,No,No
51.0,0.0,SunFlower White Corn Flour,Sunflower,Netherlands,JOO KOON DC,Baking Needs,38.0,1.5,No,No,No
51.0,0.0,Sunflower Wheat Flour - Plain,Sunflower,Singapore,JOO KOON DC,Baking Needs,72.0,2.05,No,No,No
99999.0,3.0,GardenScent Onion Powder,GardenScent,China,no info,Seasonings,38.0,5.9,No,No,No
51.0,0.0,Double Pagoda Sesame Oil - Pure,Double Pagoda,Singapore,no info,Oil,32.0,3.0,Yes,No,No
51.0,0.0,Laoganma Sauce Condiments - Black Beans,Laoganma,China,JOO KOON DC,Cooking Paste & Sauces,31.0,2.85,No,No,No
51.0,0.0,Prima Taste Sauce - Laksa Fried Rice,Prima Taste,Singapore,JOO KOON DC,Cooking Paste & Sauces,46.0,1.95,Yes,No,No
51.0,0.0,Knife Brand Salted Soy Bean,Knife Brand,Thailand,JOO KOON DC,Seasonings,29.0,1.6,No,No,No
51.0,0.0,Haruma Kentucky Seasoned Flour ,Haruma,Malaysia,WEE CHYE HANG FOODSTUFF TRADIN,Baking Needs,45.0,1.3,No,No,No
51.0,0.0,Habhal's Kicap Masin (Soya Bean Sauce) - Salted,Habhal'S,Malaysia,RONG TAI INVESTMENT PTE LTD,Condiments,32.0,2.6,No,No,No
51.0,0.0,Hormel Real Bacon Bits,Hormel,USA,JOO KOON DC,Seasonings,43.0,6.5,No,No,No
51.0,0.0,Maggi Stock Cubes - Chicken,Maggi,Malaysia,JOO KOON DC,Soups,62.0,1.6,Yes,No,No
99999.0,3.0,GardenScent Garlic Powder,GardenScent,China,no info,Seasonings,15.0,6.9,No,No,No
51.0,0.0,Songhe Noble Red Rice,Songhe,Thailand,TONG SENG PRODUCE PTE LTD,Rice,39.0,19.95,Yes,No,No
51.0,0.0,Barilla Bio-Organic Pasta - Elbow,Barilla,Italy,no info,Pasta,28.0,3.65,No,No,No
51.0,0.0,Bertolli Pasta Sauce - Alfredo with Parmesan Cheese,Bertolli,USA,no info,Cooking Paste & Sauces,57.0,6.35,No,No,No
51.0,0.0,Seah's Spices Sachet - Herbal Chicken Soup,Seah'S,Singapore,JOO KOON DC,Soups,93.0,2.6,Yes,No,No
51.0,0.0,Mak Nyonya Instant Sauce - Fish Curry,Mak Nyonya,Malaysia,JOO KOON DC,Cooking Paste & Sauces,64.0,2.45,No,No,No
51.0,0.0,Swallow Agar Agar Powder - Red,Swallow,Singapore,JOO KOON DC,Baking Needs,34.0,1.1,No,No,No
51.0,0.0,Nature's Nutrition Organic Quinoa - Tricolour,Nature'S Nutrition,Peru,no info,Rice,51.0,12.9,Yes,No,No
51.0,0.0,Alce Nero Organic Durum Wheat Pasta - Spaghetti,Alce Nero,Italy,JOO KOON DC,Pasta,50.0,3.35,No,No,No
51.0,0.0,Prima Flour Packet Flour - Semolina,Prima,Singapore,JOO KOON DC,Baking Needs,53.0,3.4,No,No,No
0.0,3.0,Kirei Life Foods Rice Cauliflower,Kirei,Japan,no info,Rice,92.0,7.5,No,No,No
51.0,0.0,Barilla Whole Wheat Pasta - Spaghetti No.5,Barilla,Italy,no info,Pasta,117.0,4.95,No,No,No
0.0,3.0,Golden Eagle Superior Grade Thai Fragrant Rice - New Crop,Golden Eagle,Thailand,no info,Rice,198.0,17.25,No,No,No
51.0,0.0,Hai's Brand Asia Joy Sauce - Fried Hokkien Prawn Noodle Paste,Hai'S Brand,Singapore,JOO KOON DC,Cooking Paste & Sauces,39.0,2.0,No,No,No
51.0,0.0,Tesco Dressing - Honey & Mustard ,Tesco,United Kingdom,no info,Tesco Food ,43.0,3.65,No,No,No
51.0,0.0,Mak Nyonya Instant Sauce - Asam Fish,Mak Nyonya,Malaysia,JOO KOON DC,Cooking Paste & Sauces,39.0,2.45,No,No,No
50.0,0.0,Lee Kum Kee Sauce - Lemon Chicken,Lee Kum Kee,Hong Kong,JOO KOON DC,Cooking Paste & Sauces,52.0,1.9,No,No,No
51.0,0.0,Mizkan Sesame Sauce - Roasted Nuts ,Mizkan,Japan,JFC (S) PTE LTD,Condiments,21.0,5.5,No,No,No
51.0,0.0,Knorr Seasoning Powder - Golden Salted Egg,Knorr,Malaysia,JOO KOON DC,Seasonings,87.0,5.0,Yes,No,No
51.0,0.0,Hime Japanese Noodles - Ramen,J-Basket,Japan,JFC (S) PTE LTD,Noodles,24.0,7.5,No,No,No
51.0,0.0,Maggi Stock Cubes - Ikan Bilis,Maggi,Malaysia,JOO KOON DC,Seasonings,43.0,1.6,Yes,No,No
51.0,0.0,Barilla Wholemeal Pasta - Penne Rigate,Barilla,Italy,no info,Pasta,65.0,4.95,No,No,No
51.0,0.0,AAA Golden F.K. Premium Jasmine Rice,Golden Flying King,Cambodia,TONG SENG PRODUCE PTE LTD,Rice,33.0,9.6,No,No,No
51.0,0.0,Tesco Seasoning - Cajun,Tesco,United Kingdom,JOO KOON DC,Seasonings,34.0,2.95,No,No,No
51.0,0.0,Tai Hua Dark Soy Sauce - Special,Tai Hua,Singapore,JOO KOON DC,Condiments,27.0,2.35,No,No,No
51.0,0.0,Prima Taste Wholegrain La Mian,Prima Taste,Singapore,no info,Noodles,80.0,2.5,No,No,No
99999.0,2.0,PaddyKIng Thai Brown Rice,PaddyKing,Thailand,no info,Rice,71331.0,19.95,Yes,No,No
51.0,0.0,Pasar Herbal Soup - Si Shen Tang,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",69.0,4.95,No,No,No
0.0,3.0,Nature's Superfoods Organic Black Chia Seeds,Nature's Superfoods,Peru,ACTSPAND PTE LTD,Dried Food,140.0,11.9,No,Yes,Yes
999.0,0.0,Antonella Tomato Puree Pasata,ANTONELLA,Italy,no info,Cooking Paste & Sauces,86.0,5.6,No,No,No
51.0,0.0,Tesco Dried Herb - Bay Leaves,Tesco,United Kingdom,JOO KOON DC,Seasonings,21.0,2.95,No,No,No
51.0,0.0,Bake King Flours -  Hong Kong,Bake King,Singapore,JOO KOON DC,Baking Needs,29.0,3.7,No,No,No
51.0,0.0,AAA Instant Tom Yam Paste,Aaa,Thailand,SINHUA HOCK KEE TRADING (S) PT,Cooking Paste & Sauces,24.0,2.65,Yes,No,No
51.0,0.0,Naturel Organic Pasta Sauce - Tomato with Kale,Naturel,Italy,no info,Cooking Paste & Sauces,63.0,6.1,Yes,No,No
0.0,3.0,Golden Eagle Superior Grade Thai Fragrant Rice,Golden Eagle,Thailand,no info,Rice,144.0,32.7,No,No,No
51.0,0.0,Tesco Pitted Black Olives - with Sea Salt ,Tesco,Spain,JOO KOON DC,Tesco Food ,30.0,2.95,No,No,No
51.0,0.0,FairPrice Canola Oil,Fairprice,Singapore,no info,"Rice, Noodles & Cooking Ingredients",63.0,2.3,Yes,No,No
51.0,0.0,Naturel Organic Pasta Sauce - Tomato with Mushroom,Naturel,Italy,JOO KOON DC,Cooking Paste & Sauces,68.0,6.1,Yes,Yes,No
51.0,0.0,Lee Kum Kee Sauce - Fine Shrimp,Lee Kum Kee,Hong Kong,JOO KOON DC,Cooking Paste & Sauces,62.0,4.6,No,No,No
51.0,0.0,Royal Umbrella Thai Fragarant Mixed Rice,Royal Umbrella,Thailand,no info,Rice,65.0,8.2,Yes,No,No
51.0,0.0,Bake King Baking Soda,Bake King,Singapore,JOO KOON DC,Baking Needs,41.0,2.65,No,No,No
51.0,0.0,Barilla Gluten-Free Pasta - Spaghetti No.5,Barilla,Italy,no info,Pasta,73.0,5.25,No,Yes,Yes
99999.0,5.0,PROME DRY CHILLI,PROME,India,no info,Dried Food,74.0,0.7,No,No,No
0.0,2.0,Golden Knife Rice (Jasmine),Golden Knife,Vietnam,NG NAM BEE MARKETING PTE LTD,Rice,56.0,8.5,No,No,No
51.0,0.0,Naturel Organic 100% Brown Rice Pasta - Spaghetti,Naturel,Italy,LAM SOON SINGAPORE PTE LTD,Pasta,22.0,3.95,Yes,Yes,Yes
51.0,0.0,Betty Crocker Cookie Mix - Chocolate Chip,Betty Crockers,India,JOO KOON DC,Baking Needs,65.0,4.5,No,No,No
51.0,0.0,Tesco Soup - Cream of Mushroom,Tesco,United Kingdom,no info,Soups,70.0,2.35,No,No,No
51.0,0.0,FairPrice Olive Oil - Extra Light,Fairprice,Italy,no info,"Rice, Noodles & Cooking Ingredients",33.0,8.2,Yes,Yes,No
51.0,0.0,Golden Elephant Thai Fish Sauce,Golden Elephant,Thailand,no info,Condiments,35.0,1.22,No,No,No
0.0,3.0,Green Earth Himalaya Salt Fine,Green Earth,Pakistan,no info,Seasonings,57.0,2.2,No,No,No
0.0,3.0,Takara Mirin Japanese Sweet Cooking Rice Wine,Takara,Japan,KIREI JAPANESE FOOD SUPPLY PTE LTD,Condiments,30.0,5.1,No,No,No
51.0,0.0,Veflower Pure Sunflower Oil,Veflower,Malaysia,JOO KOON DC,Oil,38.0,6.95,Yes,No,No
51.0,0.0,FairPrice Coffee & Tea Sweetener,Fairprice,Singapore,JOO KOON DC,Drinks,225.0,1.0,No,No,No
51.0,0.0,Borges Olive Oil - Extra Virgin,Borges,Spain,JOO KOON DC,Oil,55.0,9.4,Yes,No,No
51.0,0.0,New Moon Paste - Chicken Curry,New Moon,Malaysia,JOO KOON DC,Cooking Paste & Sauces,42.0,3.4,Yes,No,No
99999.0,3.0,Dr Gram Himalayan Rock Salt (Pink Salt),Dr Gram,Pakistan,no info,Seasonings,1575.0,2.9,No,Yes,Yes
0.0,3.0,LG Wholegrain Kway Teow,Lg,Singapore,no info,Noodles,46.0,2.25,Yes,Yes,Yes
0.0,3.0,AAA PICKLED SOUR MUSTARD,AAA,Thailand,no info,Condiments,79.0,2.2,No,Yes,Yes
51.0,0.0,Hakubaku Organic Udon Noodle ,Hakubaku,Australia,JOO KOON DC,Noodles,29.0,3.8,No,No,No
51.0,0.0,Woh Hup Concentrated Stock Sauce - Scallop,Woh Hup,China,JOO KOON DC,Seasonings,37.0,4.75,Yes,No,No
0.0,3.0,Good Lady Short Grain Brown Rice,Good Lady,Taiwan,no info,Rice,465.0,6.5,No,No,No
51.0,0.0,Pasar Pasta - Macaroni,Pasar,Hong Kong,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",108.0,2.1,No,No,No
99999.0,2.0,PaddyKing USA Calrose Rice,PaddyKing,USA,no info,Rice,71312.0,13.95,No,No,No
0.0,3.0,GardenScent Chilli Flakes,GardenScent,USA,no info,Seasonings,66.0,5.9,No,No,No
51.0,0.0,Pasar Pasta - Macaroni,Pasar,Hong Kong,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",108.0,2.1,No,No,No
51.0,0.0,Old El Paso Taco Spice Mix - Mild Spicy,Old El Paso,Australia,JOO KOON DC,Seasonings,73.0,2.55,No,No,No
51.0,0.0,Singlong Sambal - Nasi Lemak Chili,Sing Long,Singapore,no info,Cooking Paste & Sauces,56.0,2.9,No,No,No
51.0,0.0,Colman's Mustard Sauce - Original English,Colman'S,United Kingdom,JOO KOON DC,Condiments,48.0,3.4,No,No,No
51.0,0.0,Naturel Olive Oil - Extra Light,Naturel,Spain,JOO KOON DC,Oil,41.0,11.9,Yes,No,No
51.0,0.0,YueJian ShaoXing Hua Tiao Cooking Wine,Yue Jian,China,KIM SING COMPANY PTE LTD,Condiments,12.0,3.55,No,No,No
51.0,0.0,CS Organic Natural Korean Mushroom,Carl Schmidt Kochsysteme,South Korea,no info,Dried Food,58.0,15.8,No,No,No
51.0,0.0,Naturel Organic Rice - Brown,Naturel,Thailand,no info,Rice,30.0,5.3,Yes,No,No
99999.0,2.0,Golden Pineapple India Super Long Basmati Rice,Golden Pineapple,India,no info,Rice,71238.0,8.8,No,No,No
99999.0,3.0,SHIN HUA POTATO GLASS NOODLE (ROUND),SHIN HUA,China,no info,Noodles,72.0,2.9,No,Yes,Yes
51.0,0.0,Golden Chef 100% Organic Thai Hom Mail Fragrant Rice,Golden Chef,Thailand,no info,Rice,53.0,9.0,No,No,No
51.0,0.0,Bamboo Hill Organic Thai Fragrant Rice,Bamboo Hill,Thailand,no info,Rice,39.0,6.95,No,No,No
51.0,0.0,Moon Star 100% Grounded Peanut,Moon Star,Singapore,JOO KOON DC,Baking Needs,32.0,1.83,Yes,No,No
51.0,0.0,Lee Kum Kee XO Sauce - Regular,Lee Kum Kee,Hong Kong,JOO KOON DC,Cooking Paste & Sauces,37.0,23.0,No,No,No
51.0,0.0,FairPrice Koto Kome Australian Calrose Rice,Fairprice,Australia,no info,"Rice, Noodles & Cooking Ingredients",42.0,13.75,No,No,No
51.0,0.0,Hakubaku Organic Ramen,Hakubaku,Australia,JOO KOON DC,Noodles,41.0,3.8,No,No,No
99999.0,3.0,Amutham Dosa Batter,Amutham,Singapore,no info,Baking Needs,34.0,3.2,No,Yes,No
51.0,0.0,Pasar Dried Monk Fruit (Luo Han Guo),Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",34.0,2.9,No,No,No
51.0,0.0,Pasar Herbal Soup - Xue Er Run Fei Tang,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",43.0,3.75,No,No,No
51.0,0.0,Prima Taste Sauce - Nonya Sambal Sweet & Spicy Chili ,Prima Taste,Singapore,JOO KOON DC,Cooking Paste & Sauces,59.0,1.95,No,No,No
51.0,0.0,Alce Nero Organic Pasta Sauce - Basil,Alce Nero,Italy,JOO KOON DC,Cooking Paste & Sauces,57.0,5.5,No,No,No
51.0,0.0,Heinz Salad Cream - Original,Heinz,United Kingdom,JOO KOON DC,Condiments,48.0,5.45,No,No,No
0.0,2.0,A1 Bestone Curry Chicken Paste,A1,Malaysia,no info,Cooking Paste & Sauces,264.0,2.35,No,No,No
0.0,3.0,Green Earth Mee Sua,Green Earth,Malaysia,no info,Noodles,26.0,4.5,No,No,No
51.0,0.0,FairPrice Corn Oil,Fairprice,Singapore,no info,"Rice, Noodles & Cooking Ingredients",34.0,4.5,Yes,No,No
51.0,0.0,New Moon Traditional Bak Kut Teh Spices ,New Moon,Singapore,JOO KOON DC,Seasonings,51.0,3.4,Yes,Yes,No
51.0,0.0,Knife Brand Thai Fish Sauce,Knife Brand,Thailand,JOO KOON DC,Condiments,43.0,1.1,No,No,No
51.0,0.0,Singlong Mix - Crispy Cereal Prawn,Sing Long,Singapore,JOO KOON DC,Seasonings,38.0,1.95,No,No,No
37.0,0.0,FairPrice Asian Recipe Paste Mix - Tom Yam,Fairprice,Malaysia,JOO KOON DC,"Rice, Noodles & Cooking Ingredients",48.0,2.15,No,Yes,No
51.0,0.0,Baba's Packet Curry Powder - Meat,Baba'S,Malaysia,RONG TAI INVESTMENT PTE LTD,Seasonings,35.0,1.15,No,No,No
99999.0,2.0,HONG Gula Melaka (Palm Sugar) 450g,Hong,Malaysia,no info,Sugar & Sweeteners,184.0,3.7,No,No,No
51.0,0.0,Bake King Almonds - Sliced,Bake King,USA,no info,Baking Needs,35.0,4.05,No,No,No
51.0,0.0,New Moon Organic SupeRice,New Moon,Vietnam,no info,Rice,46.0,11.5,Yes,No,No
51.0,0.0,Lee Kum Kee Sriracha Sauce - Mayo,Lee Kum Kee,USA,JOO KOON DC,Condiments,18.0,6.3,No,No,No
51.0,0.0,Hollyfarms Tempura Flour ,Hollyfarms,Singapore,no info,Baking Needs,37.0,1.6,No,No,No
51.0,0.0,Bertolli Olive Oil - Extra Light,Bertolli,Italy,JOO KOON DC,Oil,25.0,8.45,No,No,No
51.0,0.0,Green Farm Natural Mixed Grains,Green Farm,Taiwan,no info,Rice,57.0,13.9,No,No,No
51.0,0.0,Bertolli Olive Oil - Extra Light,Bertolli,Spain,JOO KOON DC,Oil,34.0,23.9,No,No,No
51.0,0.0,Prima Taste Sauce Kit - Mee Rebus ,Prima Taste,Singapore,JOO KOON DC,Cooking Paste & Sauces,41.0,6.3,No,No,No
51.0,0.0,Bake King Almonds - Sliced,Bake King,USA,no info,Baking Needs,35.0,4.05,No,No,No
0.0,2.0,UFC Banana Sauce Regular 550g,Ufc,Philippines,no info,Cooking Paste & Sauces,27.0,3.0,No,Yes,No
51.0,0.0,AAA Soy Bean Paste with Chili ,Aaa,Taiwan,SINHUA HOCK KEE TRADING (S) PT,Cooking Paste & Sauces,31.0,1.9,No,No,No
51.0,0.0,Lee Kum Kee Sauce - Black Bean Chicken ,Lee Kum Kee,Hong Kong,JOO KOON DC,Cooking Paste & Sauces,49.0,1.9,No,No,No
51.0,0.0,Prima Taste Sauce Kit - Singapore Chili Crab,Prima Taste,Singapore,JOO KOON DC,Cooking Paste & Sauces,77.0,7.9,Yes,No,No
37.0,0.0,Oki Crispy Fried Chicken Coating - Original,Oki,Malaysia,no info,Baking Needs,141.0,1.2,No,No,No
51.0,0.0,Hollyfarms Instant Jelly Powder - Konnyaku,Hollyfarms,Singapore,no info,Baking Needs,62.0,1.55,No,No,No
51.0,0.0,Bake King Baking Powder - Double Acting,Bake King,Singapore,JOO KOON DC,Baking Needs,26.0,2.25,No,No,No
0.0,3.0,LG LG Wanton Mee Kia,Lg,Singapore,no info,Noodles,45.0,2.2,No,Yes,Yes
0.0,3.0,Golden Eagle Fresh Brown Jasmine Rice,Golden Eagle,Thailand,no info,Rice,195.0,18.9,Yes,No,No
51.0,0.0,Tesco Pickles - Cornichons,Tesco,India,no info,Condiments,24.0,3.45,No,No,No
51.0,0.0,Tesco Ground Spice - Cinnamon ,Tesco,United Kingdom,JOO KOON DC,Seasonings,23.0,2.95,No,No,No
51.0,0.0,IL Pum Korean Premium Rice,Il Pum,South Korea,SL FOODS PTE LTD,Rice,22.0,25.6,No,No,No
51.0,0.0,Ping Pong Brand Hong Kong Poh Chai Mee ,Ping Pong,Malaysia,JOO KOON DC,Noodles,72.0,1.6,No,Yes,No
51.0,0.0,Tesco Soup - Minestrone,Tesco,United Kingdom,no info,Soups,70.0,2.35,No,No,No
51.0,0.0,House Brand Fresh Atta Wheat Flour - Fine Ground,Housebrand,United Arab Emirates,K.N.P. TRADING PTE LTD,Baking Needs,47.0,1.45,No,No,No
51.0,0.0,Bake King Gelatine Powder,Bake King,Singapore,JOO KOON DC,Baking Needs,32.0,2.55,No,No,No
51.0,0.0,Mahsuri Soy Sauce - Sweet + Free Oyster Sauce,Mahsuri,Malaysia,no info,Condiments,28.0,4.9,No,No,No
51.0,0.0,Prima Taste Sauce - Sambal Chili (Asian Chill),Prima Taste,Singapore,JOO KOON DC,Cooking Paste & Sauces,57.0,1.95,No,No,No
51.0,0.0,Lee Kum Kee Sauce - Chicken Marinade,Lee Kum Kee,Malaysia,JOO KOON DC,Cooking Paste & Sauces,36.0,3.8,No,No,No
51.0,0.0,Lee Kum Kee Sauce - Chicken Marinade,Lee Kum Kee,Malaysia,JOO KOON DC,Cooking Paste & Sauces,36.0,3.8,No,No,No
51.0,0.0,Woh Hup Sauce - Oyster (Extra Flavour),Woh Hup,Malaysia,JOO KOON DC,Condiments,40.0,3.7,Yes,No,No
51.0,0.0,King Rooster Cooking Oil,King Rooster,Malaysia,no info,Oil,23.0,7.5,No,No,No
51.0,0.0,Tortally Jelly Crystals - Strawberry,Tortally,Australia,no info,Baking Needs,25.0,0.8,No,No,No
37.0,0.0,Tesco Pasta Sauce - Bolognese,Tesco,United Kingdom,no info,Cooking Paste & Sauces,69.0,3.55,No,No,No
51.0,0.0,Betty Crocker Fudge Brownie Mix - Chocolate,Betty Crockers,India,JOO KOON DC,Baking Needs,37.0,4.9,No,No,No
51.0,0.0,McCormick Grinder - Sea Salt,Mccormick,France,JOO KOON DC,Seasonings,26.0,8.85,No,No,No
51.0,0.0,Tai Hua Braising Chinese Sauce ,Tai Hua,Singapore,JOO KOON DC,Cooking Paste & Sauces,31.0,2.9,No,No,No
51.0,0.0,Tai Hua Light Soy Sauce - Special,Tai Hua,Singapore,JOO KOON DC,Condiments,17.0,2.35,No,No,No
51.0,0.0,Mitr Phol Gold Granulated Sugar - Caramel ,Mitr Phol,Thailand,JOO KOON DC,Sugar & Sweeteners,49.0,2.95,No,No,No
51.0,0.0,PAGODA CHINESE COOKING WINE,Pagoda,China,ANG LEONG HUAT PTE LTD,Condiments,15.0,5.8,No,No,No
99999.0,2.0,Laobanniang Xin Jiang Big Red Dates,Laobanniang,China,no info,Dried Food,17.0,6.0,No,No,No
51.0,0.0,Tulip Cocktail Sausages - Skinless,Tulip,Denmark,no info,Oil,51.0,5.55,No,No,No
51.0,0.0,Lee Kum Kee Paste - Laksa,Lee Kum Kee,Malaysia,no info,Cooking Paste & Sauces,138.0,2.85,No,No,No
99999.0,2.0,Golden Pineapple India Ponni Parboiled Rice,Golden Pineapple,India,no info,Rice,71134.0,7.2,No,No,No
51.0,0.0,Pagoda White Glutinous Rice,Pagoda,Thailand,no info,Rice,41.0,1.2,No,No,No
51.0,0.0,Pasar Dried China Mushroom - Sliced,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",56.0,3.15,No,No,No
51.0,0.0,Kikkoman Soy Sauce,Kikkoman,Singapore,JOO KOON DC,Condiments,44.0,3.45,No,No,No
51.0,0.0,Knorr SavorRich Concentrated Seasoning - Chicken,Knorr,Thailand,JOO KOON DC,Seasonings,49.0,5.8,No,No,No
51.0,0.0,Greenmax Fine Multi Grains ,Greenmax,Taiwan,no info,Rice,24.0,14.55,No,No,No
51.0,0.0,Knorr Hao Chi All in One Seasoning,Knorr,Malaysia,JOO KOON DC,Seasonings,44.0,1.6,Yes,No,No
99999.0,2.0,Food Yo Ichiyo Superior Chicken Collagen Broth,Food Yo,Singapore,no info,Soups,175.0,6.0,No,No,No
51.0,0.0,Lee Kum Kee Thick Soup - Tomato,Lee Kum Kee,China,no info,Soups,56.0,2.75,No,No,No
51.0,0.0,MasterFoods Spices - Chinese Five Spice,Masterfoods,Australia,LAM SOON SINGAPORE PTE LTD,Seasonings,13.0,4.89,No,No,No
51.0,0.0,Hai's Brand Asia Joy Sauce - Japanese Curry Paste,Hai'S Brand,Singapore,JOO KOON DC,Cooking Paste & Sauces,59.0,2.35,No,No,No
51.0,0.0,Six Fortune Taiwan Ramen Noodle,Sixfortune,Taiwan,no info,Noodles,88.0,2.8,No,Yes,No
51.0,0.0,FairPrice Premium Canola with Sunflower Oil,Fairprice,Singapore,no info,Oil,22.0,11.3,Yes,No,No
51.0,0.0,Tesco Dried Herb - Rosemary ,Tesco,United Kingdom,JOO KOON DC,Seasonings,27.0,2.95,No,No,No
51.0,0.0,Knife Brand Cooking Oil,Knife Brand,Malaysia,JOO KOON DC,Oil,58.0,2.9,No,Yes,No
51.0,0.0,"Leggo's Pasta Sauce-Vegetable(Carrot,Capsicum,Tomato & Zucchini)",Leggo'S,Australia,JOO KOON DC,Cooking Paste & Sauces,41.0,4.25,No,No,No
51.0,0.0,Hikari Miso Organic Paste - Dashi,Hikari,Japan,JFC (S) PTE LTD,Cooking Paste & Sauces,25.0,6.35,No,No,No
51.0,0.0,Tesco Soup - Tomato,Tesco,United Kingdom,no info,Soups,55.0,2.35,No,No,No
51.0,0.0,Double Hap Soya Bean Curd - Chili & Sesame,Double Hap,Taiwan,JOO KOON DC,Cooking Paste & Sauces,42.0,1.1,No,No,No
99999.0,2.0,Food Yo Ichiyo Superior Pork Collagen Broth,Food Yo,Singapore,no info,Soups,199.0,6.0,No,No,No
99999.0,2.0,HONG Dried Chilli Stemless 250g,Hong,India,no info,Seasonings,87.0,3.2,No,No,No
51.0,0.0,FairPrice Whole Wheat Pasta - Fusilli,Fairprice,Italy,no info,"Rice, Noodles & Cooking Ingredients",100.0,2.2,Yes,No,No
51.0,0.0,Agnesi Pasta - Penne Regiate,Agnesi,Italy,MATRIX STAR MARKETING PTE LTD,Pasta,64.0,2.2,No,No,No
