maxordQty,handlingDays,name,Brand,Origin,Supplier,Cat,storeStock,retailPrice,LowerSugar,TransFat,LactoseFree
0.0,3.0,AAA PREMIUM VEGETARIAN MUSHROOM OYSTER FLAVOR SAUCE(HC),AAA,China,no info,Condiments,69.0,4.2,Yes,Yes,Yes
0.0,2.0,Heng Yoon Ipoh Salted Chicken Seasoning - Black Pepper,Heng Yoon,Malaysia,no info,Seasonings,7.0,3.8,No,No,No
0.0,3.0,Ardoino Fructus Extra Virgin Olive Oil-By Culina ,Ardoino,Italy,CULINA PTE LTD,Oil,15.0,61.5,No,No,No
0.0,3.0,Yamasa Konbu Tsuyu Japanese Seaweed Kelp  Soup Stock,Yamasa,Japan,KIREI JAPANESE FOOD SUPPLY PTE LTD,Soups,6.0,4.9,No,No,No
0.0,2.0,Ambikas Nattu Sakkarai,Sri Ambikas,India,SRI AMBIKAS PTE LTD,Sugar & Sweeteners,25.0,1.7,No,No,No
0.0,2.0,PRAN Coriander Spice Powder,PRAN,Bangladesh,SRI AMBIKAS PTE LTD,Seasonings,12.0,2.9,No,Yes,No
0.0,2.0,Bullhead Curry Cubes - Vegetarian,Bull Head,Taiwan,PRESTIGIO PTE LTD,Cooking Paste & Sauces,5.0,2.8,No,No,No
0.0,2.0,Bullhead Curry Cubes - Original,Bull Head,Taiwan,PRESTIGIO PTE LTD,Cooking Paste & Sauces,16.0,2.8,No,No,No
51.0,0.0,Pasar Dried Cane & Arrow Root,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",17.0,1.3,No,No,No
51.0,0.0,Origins Healthfood Organic Flour - Buckwheat,Origins,USA,ORIGINS HEALTHCARE PTE LTD,Baking Needs,10.0,8.55,No,No,No
51.0,0.0,Tesco Dried Herb - Tarragon,Tesco,United Kingdom,JOO KOON DC,Seasonings,15.0,3.95,No,No,No
51.0,0.0,Izzi Baking Help Cooking Chocolate - White,Izzi,Malaysia,no info,Baking Needs,33.0,3.7,No,No,No
51.0,0.0,Colavita Extra Virgin Olive Oil,Colavita,Italy,RCM CONSUMER MARKETING,Oil,2.0,9.8,No,No,No
51.0,0.0,Tesco Free From Pasta - Penne,Tesco,Italy,no info,"Rice, Noodles & Cooking Ingredients",10.0,4.95,No,No,No
0.0,4.0,Biona Organic Wholegrain Spaghetti,Biona Organic,United Kingdom,no info,Pasta,11.0,4.8,No,No,No
51.0,0.0,Bake King Spices - Rempah Kueh (Lapis Cake),Bake King,Singapore,JOO KOON DC,Baking Needs,13.0,4.05,No,No,No
51.0,0.0,Pacific Organic Broth - Mushroom,Pacific,USA,GAN TECK KAR INVESTMENTS PTE L,Soups,5.0,7.65,No,No,No
51.0,0.0,Chwee Song Dried Chrysanthemum,Chwee Song,China,CONFECTIONARY WH,Dried Food,14.0,3.55,No,No,No
51.0,0.0,King Rooster Cooking Oil ,King Rooster,Malaysia,JOO KOON DC,Oil,64.0,2.2,No,No,No
99999.0,3.0,Tungsan Straits Story Rendang Paste 220 G,Tungsan Straits Story,Singapore,no info,Cooking Paste & Sauces,1939.0,3.55,No,Yes,No
99999.0,3.0,Happy Home Korean Style Kimchi Paste,Happy Home,Malaysia,no info,Cooking Paste & Sauces,973.0,4.7,No,No,No
99999.0,2.0,Prestigio Delights Red Dates without Seed (Jujube),Prestigio Delights,China,no info,Dried Food,11.0,2.0,No,No,No
99999.0,2.0,Nyor Nyar Vegetarian Rendang Curry Paste,Nyor Nyar,Malaysia,no info,Seasonings,175.0,3.2,No,No,No
99999.0,2.0,Amy's Kitchen Organic Family Marinara Pasta Sauce,Amy's Kitchen,USA,no info,Cooking Paste & Sauces,42.0,16.0,No,No,No
99999.0,3.0,Green Earth Organic Pinto Bean,Green Earth,China,no info,Dried Food,30.0,5.2,No,No,No
51.0,0.0,Chuan Heng Bee Hotpot Soup Base - Mushroom,,China,no info,Soups,54.0,3.65,No,No,No
99999.0,2.0,SOS MARRAKESH - Vegetarian Harissa Cooking Paste,SOS,Singapore,no info,Cooking Paste & Sauces,12.0,8.45,No,No,No
99999.0,5.0,Chan Chi Mei Scallop with Salted Fish,Chan Chi Mei,Hong Kong,no info,Seasonings,11.0,12.9,No,No,No
99999.0,4.0,Hodgson Mill Active Dry Yeast Rise Yeast,Hodgson Mill,USA,no info,Baking Needs,22.0,1.9,No,No,No
0.0,2.0,Cucina 100% Pure Pomace Olive Oil,CUCINA,Spain,no info,Oil,116.0,32.9,Yes,Yes,Yes
0.0,5.0,MDH CHUNKY CHAT MASALA,Mdh,India,no info,Seasonings,80.0,2.3,No,No,No
0.0,5.0,Ybarra StuffedOlive Garlic,Ybarra,Spain,no info,Condiments,29.0,2.35,No,No,No
0.0,2.0,Kokumori Apple Curry Cubes,Kokumori,Taiwan,no info,Soups,9.0,8.0,No,No,No
0.0,3.0,King Soup Bah Kut Teh Spices,King Soup,Singapore,no info,Seasonings,7.0,3.2,No,No,No
0.0,5.0,Megachef Premium Seasoned Fish Sauce,Megachef,Thailand,no info,Condiments,10.0,4.55,No,No,No
0.0,3.0,Higashimaru Takoyaki Cooking Mix - Kirei,Higashimaru,Japan,no info,Baking Needs,6.0,3.9,No,No,No
0.0,2.0,Kampung Rice (Fragrant),Kampung,Thailand,NG NAM BEE MARKETING PTE LTD,Rice,99.0,28.0,No,No,No
0.0,2.0,CYL Steamboat Noodles 30pcs,CYL,China,SIGMA FOOD PTE LTD,Noodles,20.0,12.0,No,No,No
99999.0,3.0,Legnano Pesto alla Genovese (Organic),Legnano,Italy,no info,Cooking Paste & Sauces,148.0,6.9,No,No,No
0.0,4.0,Eco Organics Chickpea Fettuccini,Eco Organic,Australia,WHOLESOME HARVEST PTE LTD,Pasta,10.0,7.6,No,No,No
0.0,5.0,Malika Saffron,Malika,Spain,DASHMESH (S) PTE LTD,Seasonings,80.0,17.2,No,No,No
0.0,5.0,Devaaya Atta,Devaaya,India,DASHMESH (S) PTE LTD,Baking Needs,80.0,1.8,No,No,No
0.0,2.0,CYL Steamboat Noodles 30pcs,CYL,China,SIGMA FOOD PTE LTD,Noodles,20.0,12.0,No,No,No
0.0,5.0,Malika Masoor Whole,Malika,India,DASHMESH (S) PTE LTD,Dried Food,81.0,1.45,No,No,No
0.0,2.0,Kampung Rice (Fragrant),Kampung,Thailand,NG NAM BEE MARKETING PTE LTD,Rice,99.0,28.0,No,No,No
0.0,2.0,Heng Yoon Paste - Kam Heong,Heng Yoon,Malaysia,no info,Cooking Paste & Sauces,8.0,3.8,No,No,No
0.0,2.0,Ooty - Broad Bean,Ooty,India,SRI AMBIKAS PTE LTD,Dried Food,5.0,2.5,No,No,No
0.0,2.0,Mummys Groundnut Oil,Mummy'S,India,SRI AMBIKAS PTE LTD,Oil,5.0,4.0,No,No,No
0.0,3.0,Higashimaru Takoyaki Cooking Mix - Kirei,Higashimaru,Japan,no info,Baking Needs,6.0,3.9,No,No,No
0.0,5.0,Ybarra StuffedOlive Garlic,Ybarra,Spain,no info,Condiments,29.0,2.35,No,No,No
0.0,2.0,RKG Ghee,Rkg,India,SRI AMBIKAS PTE LTD,Oil,8.0,14.5,No,No,No
51.0,0.0,AAA Premium Oyster Sauce,Aaa,China,SINHUA HOCK KEE TRADING (S) PT,Condiments,25.0,3.95,Yes,No,No
51.0,0.0,Origins Organic Spices - Chilli Powder,Origins,India,ORIGINS HEALTHCARE PTE LTD,Seasonings,3.0,4.9,No,No,No
51.0,0.0,Riserva Gallo Italian Rice - Carnaroli,Riso Gallo,Italy,JOO KOON DC,Rice,25.0,6.7,No,No,No
51.0,0.0,Tesco Seasoning - Piri Piri,Tesco,United Kingdom,JOO KOON DC,Seasonings,10.0,2.95,No,No,No
51.0,0.0,Tesco Free From Pasta - Conchiglie,Tesco,Italy,TESCO STORES LIMITED,Pasta,32.0,4.95,No,No,No
51.0,0.0,Pacific Organic Broth - Mushroom,Pacific,USA,GAN TECK KAR INVESTMENTS PTE L,Soups,5.0,7.65,No,No,No
51.0,0.0,New Moon Paste - Singapore Chilli Crab,New Moon,Malaysia,JOO KOON DC,Cooking Paste & Sauces,23.0,6.5,No,No,No
51.0,0.0,Tesco Sauce - Mint (Strong & Fragrant),Tesco,United Kingdom,no info,Tesco Food ,6.0,2.95,No,No,No
99999.0,5.0,JUMBO Singapore Black Pepper Crab Spice,JUMBO,Singapore,no info,Seasonings,104.0,8.6,No,No,No
99999.0,3.0,Itsuki Curry Udon (With Sauce) 1P,Itsuki,Japan,no info,Noodles,6.0,2.25,No,No,No
99999.0,2.0,Laobanniang Dried Tea Tree Mushroom,Laobanniang,China,no info,Dried Food,48.0,6.0,No,No,No
99999.0,2.0,Laobanniang Dried Patty Straw Mushrooms,Laobanniang,China,no info,Dried Food,47.0,6.0,No,No,No
99999.0,3.0,RICE HOUSE Baby Grains,RICE HOUSE,Taiwan,no info,Rice,48.0,5.55,No,No,No
0.0,3.0,Anarkali Supreme Diamond Ponni Rice,Anarkali,India,no info,Rice,14.0,18.9,No,No,No
99999.0,2.0,"Baxters Super Good Pea, Broccoli & Basil Pesto Soup",Baxters,United Kingdom,no info,Soups,40.0,4.9,No,No,No
99999.0,5.0,PATANJALI TURMERIC POWDER,Patanjali,India,no info,Seasonings,80.0,1.1,No,No,No
51.0,0.0,La Diva Olive Oil - Extra Virgin,LA DIVA,Italy,no info,Oil,5.0,16.5,No,No,No
0.0,2.0,La Molisana Penne Rigate Pasta,La Molisana,Italy,no info,Pasta,266.0,2.9,No,No,No
0.0,2.0,Heng's Malacca Nyonya Sauce - Satay Celup,Heng'S,Malaysia,no info,Cooking Paste & Sauces,12.0,3.55,No,No,No
0.0,2.0,Heng's Malacca Nyonya Sauce - Kapitan Curry,Heng'S,Malaysia,no info,Cooking Paste & Sauces,11.0,3.55,No,No,No
0.0,2.0,Jin Sha He Shanxi Lacey Noodles (L),Jin Sha He,China,no info,Noodles,32.0,4.65,No,No,No
0.0,3.0,Heinz Demi Glace Sauce - Kirei,Heinz,Japan,no info,Seasonings,7.0,5.95,No,No,No
0.0,2.0,PRAN Chinigura Aromatic Rice,PRAN,Bangladesh,SRI AMBIKAS PTE LTD,Rice,11.0,4.6,No,Yes,No
0.0,5.0,Malika Mung Whole,Malika,India,DASHMESH (S) PTE LTD,Dried Food,81.0,1.8,No,No,No
0.0,0.0,Singlong Instant Sauce - Nonya Rendang,Sing Long,Singapore,SING LONG FOODSTUFF TRADING CO,Soups,2.0,2.0,No,No,No
51.0,0.0,Tesco Free From Cooking Sauce - Korma,Tesco,United Kingdom,no info,Cooking Paste & Sauces,13.0,4.95,No,No,No
0.0,2.0,Ruchi - Amla Pickle,Ruchi,India,SRI AMBIKAS PTE LTD,Condiments,15.0,2.25,No,No,No
0.0,2.0,Bimah Minced Ginger Paste,Bimah,India,SRI AMBIKAS PTE LTD,Cooking Paste & Sauces,6.0,2.4,No,No,No
0.0,2.0,Premium Attap Seed Palm Fruit,Premium,Indonesia,no info,Cooking Paste & Sauces,26.0,2.5,No,No,No
0.0,0.0,Singlong Instant Sauce - Nonya Rendang,Sing Long,Singapore,SING LONG FOODSTUFF TRADING CO,Soups,2.0,2.0,No,No,No
51.0,0.0,Cap Limau Banana Fritters Flour,Cap Limau,Malaysia,RONG TAI INVESTMENT PTE LTD,Baking Needs,41.0,1.8,No,No,No
51.0,0.0,Tesco Mustard - English (Vibrant & Fiery),Tesco,United Kingdom,no info,Tesco Food ,6.0,2.95,No,No,No
51.0,0.0,Chwee Song Herbal Tea,Chwee Song,China,CONFECTIONARY & WINE WH,Dried Food,10.0,3.95,No,No,No
99999.0,2.0,Health Basket Multi Millet Fenugreek Leaves Chapati Mix,Health Basket,India,no info,Baking Needs,22.0,3.4,No,No,No
99999.0,3.0,Chef's Choice Foods Satay Sauce,Chef's Choice Foods,Thailand,no info,Cooking Paste & Sauces,24.0,4.2,No,Yes,Yes
0.0,0.0,Kikkoman Sauce - Japanese Teriyaki & Yose Nabe,Kikkoman,Japan,no info,Condiments,12.0,9.85,No,No,No
0.0,2.0,Tastyly Cup Pasta - Carbonara,Tastyly,Malaysia,no info,Pasta,8.0,2.0,No,No,No
51.0,0.0,Colavita Extra Virgin Olive Oil with Basil Seasoning,,Italy,no info,Oil,32.0,8.1,No,No,No
99999.0,2.0,HONG Raw Cashewnut 500g,Hong,India,no info,Dried Food,100.0,11.5,No,No,No
0.0,0.0,Imperial Abalone in Superior Beauty Collagen Broth,Imperial,China,no info,Soups,24.0,7.95,No,No,No
99999.0,3.0,Tungsan Prawn Noodle Paste,Tungsan,Singapore,no info,Cooking Paste & Sauces,1977.0,14.0,No,Yes,No
0.0,3.0,AAA NYONYA SAUCE,AAA,Malaysia,no info,Cooking Paste & Sauces,35.0,4.9,No,Yes,Yes
0.0,3.0,AAA BLACK PEPPER POWDER,AAA,Thailand,no info,Seasonings,68.0,2.5,No,Yes,Yes
0.0,3.0,SANWA TEMPURA FLOUR,Sanwa,Thailand,no info,Baking Needs,68.0,2.0,No,Yes,Yes
0.0,3.0,Life Health Foods Urban Chef Caramelised Onion Relish,Life Health Foods,New Zealand,no info,Condiments,26.0,10.9,No,No,No
0.0,2.0,Flying Man Fragrant Rice,Flying Man Brand,Thailand,NG NAM BEE MARKETING PTE LTD,Rice,100.0,65.8,No,No,No
0.0,2.0,Ooty - Masoor Dhall Split,Ooty,India,SRI AMBIKAS PTE LTD,Dried Food,19.0,1.9,No,No,No
0.0,2.0,Ruchi - Garlic Pickle,Ruchi,India,SRI AMBIKAS PTE LTD,Condiments,12.0,2.5,No,No,No
0.0,3.0,SANWA TEMPURA FLOUR,Sanwa,Thailand,no info,Baking Needs,68.0,2.0,No,Yes,Yes
0.0,2.0,Mummys - Gold Basmati Rice,Mummy'S,India,SRI AMBIKAS PTE LTD,Rice,12.0,20.8,No,No,No
0.0,2.0,Ooty - Masoor Dhall Split,Ooty,India,SRI AMBIKAS PTE LTD,Dried Food,19.0,1.9,No,No,No
0.0,2.0,Mummys Sesame Oil,Mummy'S,India,SRI AMBIKAS PTE LTD,Oil,28.0,1.2,No,No,No
0.0,2.0,Jayaco Appalam,Jayaco,India,SRI AMBIKAS PTE LTD,Dried Food,23.0,1.25,No,No,No
0.0,2.0,Ruchi - Garlic Pickle,Ruchi,India,SRI AMBIKAS PTE LTD,Condiments,12.0,2.5,No,No,No
0.0,2.0,Flying Man Fragrant Rice,Flying Man Brand,Thailand,NG NAM BEE MARKETING PTE LTD,Rice,100.0,65.8,No,No,No
51.0,0.0,New Moon Singapore Paste - Laksa,New Moon,Malaysia,JOO KOON DC,Cooking Paste & Sauces,19.0,3.4,Yes,No,No
51.0,0.0,Woh Hup Sauce - Black Pepper,Woh Hup,Singapore,JOO KOON DC,Cooking Paste & Sauces,12.0,4.15,Yes,No,No
51.0,0.0,Colavita Extra Virgin Olive Oil (Cold Production),Colavita,Italy,RCM CONSUMER MARKETING,Oil,13.0,9.2,No,No,No
51.0,0.0,Smuckers Sundae Syrup - Chocolate Fudge,Smuckers,USA,no info,Sugar & Sweeteners,13.0,5.9,No,No,No
0.0,3.0,Life Health Foods Urban Chef Caramelised Onion Relish,Life Health Foods,New Zealand,no info,Condiments,26.0,10.9,No,No,No
51.0,0.0,Gold Ribbon Sponge Gel ,Gold Ribbon,Malaysia,no info,Baking Needs,21.0,2.08,No,No,No
51.0,0.0,EcoBrown's Steam Brown Rice,Ecobrown'S,Malaysia,no info,Rice,13.0,8.1,No,No,No
51.0,0.0,Deliamor Coconut Sugar,DELIAMOR,Indonesia,no info,Baking Needs,58.0,2.8,No,No,No
99999.0,3.0,Okisu Sliced Shiitake Mushroom Japanese Dried Vegetables,Okisu,Japan,no info,Dried Food,4.0,5.4,No,Yes,Yes
99999.0,2.0,SOS CHATUCHAK - Vegetarian Thai Green Curry Cooking Paste,SOS,Singapore,no info,Cooking Paste & Sauces,14.0,8.45,No,No,No
51.0,0.0,Tiger Brand Premium Oyster Sauce,,Malaysia,no info,Condiments,9.0,2.3,No,No,No
99999.0,4.0,Biona Organic White Asia Noodles,Biona Organic,United Kingdom,no info,Noodles,12.0,6.8,No,No,No
0.0,3.0,Now Foods Real Food Certified Organic Turbinado Sugar,Now Foods,USA,no info,Sugar & Sweeteners,181.0,18.9,No,No,No
51.0,0.0,Bio Italia Organic Multigrain Pasta - Fusilli,BIOITALIA,Italy,no info,Pasta,30.0,6.8,No,No,No
0.0,3.0,Nyolike Curry Chicken Paste,Nyolike,Malaysia,no info,Cooking Paste & Sauces,34.0,2.8,No,No,No
51.0,0.0,Ibis Rice Organic Semi-Milled Rice,Ibis,Cambodia,no info,Rice,19.0,4.35,No,No,No
0.0,3.0,Now Foods Real Food Certified Organic Turbinado Sugar,Now Foods,USA,no info,Sugar & Sweeteners,181.0,18.9,No,No,No
51.0,0.0,Gold Ribbon Sponge Gel ,Gold Ribbon,Malaysia,no info,Baking Needs,21.0,2.08,No,No,No
0.0,3.0,Kurata Foods Trio Vegetable Somen,Kurata,Japan,KIREI JAPANESE FOOD SUPPLY PTE LTD,Noodles,18.0,3.4,No,No,No
51.0,0.0,Kotanyi Chili Grinder with Seasalt,Kotanyi,Austria,JOO KOON DC,Seasonings,10.0,6.9,No,No,No
0.0,2.0,24 Mantra Organic Mustard Big,24 Mantra,India,STENA BEAUTY PTE LTD,Dried Food,10.0,1.28,No,No,No
51.0,0.0,Tesco Italian Tomato Puree (Tube),Tesco,Italy,no info,Tesco Food ,12.0,2.25,No,No,No
0.0,2.0,Ooty - Bombay Toor Dhall,Ooty,India,SRI AMBIKAS PTE LTD,Dried Food,32.0,2.5,No,No,No
51.0,0.0,New Moon Spices - Black Pepper,New Moon,Singapore,JOO KOON DC,Cooking Paste & Sauces,12.0,3.4,No,No,No
30.0,0.0,Hanamaruki Soybean Paste - White,Hanamaruki,Japan,no info,Cooking Paste & Sauces,5.0,7.0,No,No,No
51.0,0.0,Colavita Olive Oil - The Essential,Colavita,Italy,no info,Oil,83.0,26.5,No,No,No
51.0,0.0,Fortune Baby Abalone Bundle Deal - Mushroom & Braised,Fortune,Singapore,no info,Canned Food,10.0,28.5,No,No,No
51.0,0.0,Fortune Bala Abalaone Bundle Deal - Mala & Braised,Fortune,Singapore,no info,Canned Food,10.0,28.5,No,No,No
51.0,0.0,Fortune Baby Abalone Bundle Deal - Mushroom & Mala,Fortune,Singapore,no info,Canned Food,10.0,28.5,No,No,No
0.0,0.0,Nonya Empire Paste Filling - Pineapple,Nonya,Thailand,no info,Baking Needs,32.0,9.3,No,No,No
0.0,0.0,Hakubaku Baby Noodle Somen,Hakubaku,Japan,no info,Noodles,7.0,6.4,No,No,No
99999.0,3.0,3A BLACK SESAME SEED,3A,Thailand,no info,Dried Food,30.0,2.9,No,Yes,Yes
0.0,0.0,Imperial Hongkong Superior Broth with Geoduck & Abalone,Imperial,China,no info,Soups,1.0,7.95,No,No,No
51.0,0.0,Cakemate Icing - Pink,Cakemate,USA,no info,Baking Needs,8.0,3.1,No,No,No
51.0,0.0,Gold Ribbon Almonds - Whole Shelled,Gold Ribbon,USA,no info,Baking Needs,22.0,3.65,No,No,No
51.0,0.0,Divella Pasta - Penne Rigate,Divella,Italy,GROXERS INC PTE LTD,Pasta,22.0,4.85,No,No,No
51.0,0.0,Bake King Almonds - Whole with Skin,Bake King,USA,no info,Baking Needs,24.0,4.05,No,No,No
51.0,0.0,Eco Organics Organic Pasta - Black Bean Spaghetti,Eco Organic,China,JOO KOON DC,Pasta,16.0,8.5,No,No,No
51.0,0.0,Colavita Bio Pasta - Spaghetti,Colavita,Italy,no info,Pasta,5.0,3.2,No,No,No
51.0,0.0,Eco Organics Organic Pasta - Mung Bean Fettuccine,Eco Organic,China,JOO KOON DC,Pasta,5.0,8.5,No,No,No
51.0,0.0,Chwee Song Japan Dried Mushroom,Chwee Song,China,CHWEE SONG SUPPLIES PTE LTD,Dried Food,1.0,17.8,No,No,No
51.0,0.0,Nature First Sea Salt - Coarse,Nature'S,Australia,no info,Seasonings,12.0,3.95,No,No,No
51.0,0.0,Gold Ribbon Almonds - Ground,Gold Ribbon,USA,no info,Baking Needs,21.0,3.83,No,No,No
51.0,0.0,Gold Ribbon Hazelnut,Gold Ribbon,Turkey,no info,Baking Needs,23.0,5.1,No,No,No
0.0,0.0,Imperial Hongkong Superior Broth with Geoduck & Abalone,Imperial,China,no info,Soups,1.0,7.95,No,No,No
51.0,0.0,Ikan Brand Ginger Lime Sauce,Ikan Brand,Malaysia,no info,Condiments,16.0,5.9,No,No,No
51.0,0.0,Ikan Brand Authentic Paste,Ikan Brand,Malaysia,no info,Cooking Paste & Sauces,19.0,6.3,No,No,No
99999.0,3.0,3A BLACK SESAME SEED,3A,Thailand,no info,Dried Food,30.0,2.9,No,Yes,Yes
99999.0,4.0,ApiPure Organic Tricolour Quinoa,ApiPure,Bolivia,no info,Rice,24.0,36.0,No,Yes,Yes
0.0,0.0,Hakubaku Baby Noodle Somen,Hakubaku,Japan,no info,Noodles,7.0,6.4,No,No,No
99999.0,2.0,88 Vegetable Oil,88,Malaysia,no info,Oil,10.0,37.5,No,No,No
51.0,0.0,Ibis Rice Organic White Rice,Ibis,Cambodia,no info,Rice,22.0,4.35,No,No,No
51.0,0.0,Ibis Rice Organic Brown Rice,Ibis,Cambodia,no info,Rice,28.0,4.35,No,No,No
51.0,0.0,Tesco Worcester Sauce,Tesco,United Kingdom,no info,Cooking Paste & Sauces,12.0,2.85,No,No,No
50.0,0.0,Tesco Free From Pasta - Tagliatelle ,Tesco,Italy,no info,Pasta,21.0,4.95,No,No,No
51.0,0.0,The Gourmet Collection Sea Salt Crystals,The Gourmet Collection,China,no info,Seasonings,12.0,5.75,No,No,No
51.0,0.0,Eco Organics Organic Pasta - Mung Bean Fettuccine,Eco Organic,China,JOO KOON DC,Pasta,5.0,8.5,No,No,No
51.0,0.0,Gold Ribbon Almonds - Ground,Gold Ribbon,USA,no info,Baking Needs,21.0,3.83,No,No,No
51.0,0.0,Gold Ribbon Hazelnut,Gold Ribbon,Turkey,no info,Baking Needs,23.0,5.1,No,No,No
51.0,0.0,Nature First Sea Salt - Coarse,Nature'S,Australia,no info,Seasonings,12.0,3.95,No,No,No
51.0,0.0,Colavita Bio Pasta - Spaghetti,Colavita,Italy,no info,Pasta,5.0,3.2,No,No,No
51.0,0.0,Chwee Song Japan Dried Mushroom,Chwee Song,China,CHWEE SONG SUPPLIES PTE LTD,Dried Food,1.0,17.8,No,No,No
51.0,0.0,FairPrice Jasmine Fragrant Rice,Fairprice,Vietnam,no info,"Rice, Noodles & Cooking Ingredients",23.0,14.3,No,No,No
51.0,0.0,Campbell's Condensed Soup - Cream of Mushroom,Campbell'S,Malaysia,no info,Soups,88.0,1.65,No,No,No
51.0,0.0,San Remo Pasta - Instant Spaghetti,San Remo,Australia,JOO KOON DC,Pasta,92.0,2.4,No,No,No
51.0,0.0,Heinz Tomato Ketchup,Heinz,Thailand,JOO KOON DC,Condiments,31.0,4.85,No,No,No
51.0,0.0,Golden Phoenix Rice - Thai Hom Mali,Golden Phoenix,Thailand,BANGSUE CHIA MENG RICE MILL CO,Rice,90.0,13.8,No,No,No
51.0,0.0,San Remo Pasta - Vegeroni Spirals,San Remo,Australia,JOO KOON DC,Pasta,1.0,2.4,No,No,No
51.0,0.0,Kewpie Mayonnaise,Kewpie,Malaysia,JOO KOON DC,Condiments,66.0,4.5,No,No,No
51.0,0.0,"Prego Pasta Sauce - Tomato, Basil & Garlic (Can) ",Prego,Malaysia,JOO KOON DC,Cooking Paste & Sauces,0.0,1.95,No,No,No
51.0,0.0,Heinz Tomato Ketchup (No Added Sugar),Heinz,USA,JOO KOON DC,Condiments,53.0,3.85,No,Yes,No
51.0,0.0,Songhe Noble Brown Rice,Songhe,Thailand,TONG SENG PRODUCE PTE LTD,Rice,24.0,18.5,Yes,No,No
51.0,0.0,Heinz Packet Broth - Chicken,Heinz,France,JOO KOON DC,Soups,102.0,1.2,No,No,No
51.0,0.0,SongHe AAA Thai Hom Mali Rice,Songhe,Thailand,TONG SENG PRODUCE PTE LTD,Rice,34.0,9.2,No,No,No
51.0,0.0,Baba's Packet Curry Powder - Meat ,Baba'S,Malaysia,RONG TAI INVESTMENT PTE LTD,Seasonings,40.0,1.75,No,No,No
30.0,0.0,Sakura Brown Rice Noodles - Laksa Bee Hoon,Sakura,Singapore,JIA JIA WANG TRADING PTE LTD,Noodles,92.0,1.35,Yes,No,No
51.0,0.0,Peacock Bird Brand Brown Rice Vermicelli,Peacock,Singapore,no info,Noodles,40.0,1.5,Yes,No,No
51.0,0.0,Plum Blossom Brand Hua Tiao Chiew,Plum Blossom,China,ANG LEONG HUAT PTE LTD,Condiments,2.0,14.5,No,No,No
51.0,0.0,Prego Pasta Sauce - Mushroom,Prego,Malaysia,JOO KOON DC,Cooking Paste & Sauces,10.0,1.95,No,No,No
51.0,0.0,Maggi 5-Minute Instant Mashed Potato - Mushroom ,Maggi,Germany,JOO KOON DC,Pasta,43.0,2.2,No,No,No
51.0,0.0,Lee Kum Kee Sauce - Black Pepper ,Lee Kum Kee,China,JOO KOON DC,Cooking Paste & Sauces,40.0,3.7,No,No,No
51.0,0.0,Plum Blossom Brand Hua Tiao Chiew ,Plum Blossom,China,ANG LEONG HUAT PTE LTD,Condiments,34.0,5.3,No,No,No
51.0,0.0,FLS Sichuan Soya Beancurd Chili and Sesame Oil,Fls,Taiwan,SINHUA HOCK KEE TRADING (S) PT,Cooking Paste & Sauces,14.0,1.05,No,No,No
51.0,0.0,Ajinomoto Monosodium Glutamate (MSG) ,Ajinomoto,Malaysia,AJINOMOTO (S) PTE LTD,Seasonings,27.0,3.1,No,No,No
0.0,3.0,AAA RICE VERMICELLI,AAA,Thailand,no info,Noodles,0.0,3.2,No,Yes,Yes
51.0,0.0,Plum Blossom Brand Hua Tiao Chiew,Plum Blossom,China,ANG LEONG HUAT PTE LTD,Condiments,4.0,10.95,No,No,No
50.0,0.0,Lee Kum Kee Sauce - Fried Cod Fillet,Lee Kum Kee,Hong Kong,JOO KOON DC,Cooking Paste & Sauces,33.0,1.9,No,No,No
30.0,0.0,Sakura Fresh Udon ,Sakura,Malaysia,JIA JIA WANG TRADING PTE LTD,Noodles,43.0,2.9,No,No,No
51.0,0.0,Naturel Organic Pasta - Macaroni,Naturel,Italy,LAM SOON SINGAPORE PTE LTD,Pasta,1.0,3.5,No,No,No
51.0,0.0,Hakubaku Organic Soba,Hakubaku,Australia,JOO KOON DC,Noodles,22.0,3.8,No,No,No
30.0,0.0,Pasar Dried Anchovies,Pasar,Thailand,SUN KEE PTE LTD,"Rice, Noodles & Cooking Ingredients",21.0,1.95,No,No,No
51.0,0.0,Naturel Organic Pasta - Angel Hair,Naturel,Italy,LAM SOON SINGAPORE PTE LTD,Pasta,18.0,3.5,No,Yes,No
51.0,0.0,Pasar Dried Split Fish,Pasar,Indonesia,UNITED FOODSTUFF COMPANY PTE,"Rice, Noodles & Cooking Ingredients",37.0,5.95,No,No,No
51.0,0.0,Pasar Dried Chilies,Pasar,India,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",25.0,1.85,No,No,No
51.0,0.0,Heinz Barbecue Sauce - Classic (Rich & Smokey),Heinz,Netherlands,JOO KOON DC,Condiments,20.0,3.95,No,No,No
30.0,0.0,Kang Kang Pasteurised Fresh Laksa Noodles,Kang Kang,Singapore,TAN SENG KEE FOODS PTE LTD,Noodles,35.0,1.15,No,No,No
51.0,0.0,Pasar Rock Sugar - China,Pasar,Thailand,UNITED FOODSTUFF COMPANY PTE,"Rice, Noodles & Cooking Ingredients",32.0,1.45,No,No,No
51.0,0.0,CJ Bibigo Korean BBQ Sauce - Pineapple,Cj,South Korea,no info,Condiments,16.0,4.4,No,Yes,No
